,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,29,31,32,35,36,37,39,41,43,44,52,55,68,90,106,142
871,,,,,,,,,,,,0.0126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,,,,,,,,,0.0092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,,,,,,,,0.0079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,,,,,,,,,,0.0101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,,,,,,,,,,,,,,,,,0.0179,,,,,,,,,,,,,,,,,,,,,,,,,,
895,,,,,,,,,,,,,,,,,,,0.0201,,,,,,,,,,,,,,,,,,,,,,,,
897,,,0.0022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,,,,,,0.0056,0.0067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,,,,,,,,,0.0089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,,,,,,,,,,,,,,,0.0155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,,,,0.0033,0.0044,,,,,,,,,,,,,,,,,,,,,0.0272,,,,,,,,,,,,,,,,,
919,,,,0.0033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,0,,,,,,,,0.0087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,,,0.0022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,,,,,,,0.0064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,,,,0.0032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,,,,0.0032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,,0.001,,0.0031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,,,,,,,,,,,,0.0115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,,,,,,,0.0062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,,,0.0021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,,0.001,,,,,,,,,,,,,0.0143,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,,,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,,,,,,,0.0061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,,,,,,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,0,,,,,,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,,,,,,,,0.0069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,,,,,,,0.0059,,,,,,,,0.0138,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,,,,,,,,,,0.0087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,,,,,,,,,,,,,0.0116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,,,0.0019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,,,,,,0.0048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,,,,,0.0038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,,,,,,,,,,0.0085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,,0.0009,,,,,,,,,,,,0.0122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,,,,,,,,0.0066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,,0.0009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,,,,,,,0.0056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,,,0.0019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,,,,0.0027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,,,,,,,,,0.0073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,,,,,,,,,,0.0082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,,,,,0.0036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,,,,,,,,,,,,,,,,0.0136,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,,,,,,,,,,,,,,,,,0.0143,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,,,,,0.0036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,,,0.0018,,,,,,,,,0.0098,,,,0.0134,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,,,0.0018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,,,,,,,,,,,0.0088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,,,,,,,,,,,0.0088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,,,,,,,,,,,,0.0097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,,,,,0.0035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,,,0.0017,,,,,,,,,,,,,,,0.0148,,,,,,,,,,,,,,,,,,,,,,,,,
1154,,,,,,,,,,,,,,,,,,,,,,0.0182,,,,,,,,,,,,,,,,,,,,,
1156,,0.0009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1164,,,0.0017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,,,,,,,0.0052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169,,,,,,,,,,,,,,,,0.0128,,,,,,,,,,,,,,,,,,,,,,,,,,,
1176,,,,,,,,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185,,,,,,,,,,,,,,,,,,,,,,,0.0186,,,,,,,,,,,,,,,,,,,,
1189,,,,,,,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,,,,,,,,,,0.0075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199,,0.0008,,,,,,,,,,,,,0.0117,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,,,,,,,,,,,0.0083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1216,,,,,,,,,,0.0074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,,,,0.0024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238,0,,,,0.0032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241,,,,,,,,,0.0064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1243,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1256,,,,,,,,,,,,0.0088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263,,,,,,,,,,,,,,,,,,,,,,,,0.0182,,,,,,,,,,,,,,,,,,,
1264,,,,,,,,,,,,,,,,0.0119,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265,,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1268,,,,,,,,,,,,,,,,,0.0126,,,,,,,,,,,,,,,,,,,,,,,,,,
1270,,,,,,0.0039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1276,,,,,,,0.0047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1286,,,,,,,,,,,,0.0086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291,,,,0.0023,,,,,,,,,,,,,,,0.0139,,,,,,,,,,,,,,,,,,,,,,,,
1296,,,0.0015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1298,,,,,,,0.0046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299,,0.0008,,,,,0.0046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1310,,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,0.0221,,,,,,,,,,,,,,,
1312,,,,,,,,,,,,,,,0.0107,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1313,,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1316,,,,,,,,,,,,,,,,,0.0122,,,,,,,,,,,,,,,,,,,,,,,,,,
1320,,,,,,,,,,,,,,,,0.0114,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322,,,,,,,,0.0053,0.0061,,,,,,,0.0113,,,,,,,,,,,,,,,,,,,,,,,,,,,
1326,,,,,,,,,,,,0.0083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1357,,,0.0015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1369,,,,,,,,,,,,,,,,,,0.0124,,,,,,,,,0.019,,,,,,,,,,,,,,,,
1382,,,,,,,,,,,,,,,,,,,0.013,,,,,,,,,,,,,,,,,,,,,,,,
1393,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1403,,,,,0.0029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1406,,,,0.0021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0248,,,,,,,,,,,,
1419,,,,,,,,0.0049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1434,,,,,,,,,,,,,,,0.0098,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443,,,,,,,,,,,,,,,,,,0.0118,,,,,,,,,,,,,,,,,,,,,,,,,
1447,,,,,,,,,,,,0.0076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1452,,0.0007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1458,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1465,,,0.0014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1470,,,,,,,,,,,,,,,,,,,,,,,0.015,,,,,,,,,,,,,,,,,,,,
1481,,,,,,,,,,,,,0.0081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490,,,,,,,,,,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1505,,,,,,,,,0.0053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1511,,,,,,,,,,,,,,,0.0093,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1534,,,,,,,,,,,,,,,,,,,,,,0.0137,,,,,,,,,,,,,,,,,,,,,
1537,,,,,0.0026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1541,,,,,,,,,0.0052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1552,,0.0006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1578,,,,,,,,,,,,,0.0076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1590,,,,,,,,,,,,,,,,,,0.0107,,,,,,,,,,,,,,,,,,,,,,,,,
1597,,,,,,,,,,,,,,0.0081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,,,,,,,,,,,,,,,,,,0.0106,,,,,,,,,,,,,,,,,,,,,,,,,
1611,,,,,,,,,,0.0056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1612,,,,,,,0.0037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620,,,,,,,,,,,0.0062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1621,,,,0.0019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1624,,0.0006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629,,,,0.0018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1635,,,0.0012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1647,,,,0.0018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0332,,,,
1669,,,,,,,,,,0.0054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1674,,,,0.0018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1678,,,,,,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1691,,,,,,,,,0.0047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1696,,,,,,,,,,,,,,,0.0083,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1705,,,,,,,,,,,,,,,,,0.0094,,,,,,,,,,,,,,,,,,,,,,,,,,
1706,,0.0006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709,,,,0.0018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1725,,,,,0.0023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735,,,,,,,,,,,,,,,,,,,,,,,,0.0133,,,,,,,,,,,,,,,,,,,
1739,,,,,,,0.0035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1759,,,,,,,,,,,,,,,,,,,,,,0.0119,,,,,,,,,,,,,,,,,,,,,
1786,,,,,,,0.0034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1787,,,,,,,,,,,,,,,,,,,,0.0106,,,,,,,,,,,,,,,,,,,,,,,
1790,,,,,,0.0028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1791,,,,,,,,,,,,,,,,,,,,0.0106,,,,,,,,,,,,,,,,,,,,,,,
1792,,,,,,,,,,,,0.0061,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,
1813,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1820,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1828,,,,,,,,,,,,,,,,,,,,,0.0109,,,,,,,,,,,,,,,,,,,,,,
1829,,,,,,,,,,,,,,,,,,,,,,,0.012,,,,,,,,,,,,,,,,,,,,
1861,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875,,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877,,,,,0.0021,,,,,,,,,,,,,,,,,,,,,0.0133,,,,,,,,,,,,,,,,,
1881,,,,,,,,,0.0043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1883,,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1888,,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1895,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921,,,,,,,,,,,0.0052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,,,,,,0.0026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983,,,,,,,,0.0035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,,,,,,,,,,0.0045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2059,,,,,,,,,,,,,,,,,0.0078,,,,,,,,,,,,,,,,,,,,,,,,,,
2061,,,,,,,,,,,,,,,,,,,,,0.0097,,,,,,,,,,,,,,,,,,,,,,
2072,,,,0.0014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0164,,,,,,,,,,,
2220,,,,0.0014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0166,,,,,,,,,,
2243,,,,,,,,,,,,,,,,0.0067,,,,,,,,,,,,,,,,,,,,,,,,,,,
2263,,,,,,,,,,,,,,,,,,,0.008,,,,,,,,,,,,,,,,,,,,,,,,
2277,,,,,,,0.0026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2314,,,,,,,,,,,,,,,,,,,,,,0.0091,,,,,,,,,,,,,,,,,,,,,
2316,,,,,0.0017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376,,,,,,,,,,,,0.0046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2379,,,,,0.0017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2385,,,,,,,,,,0.0038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0184,,,,,,
2434,,,,,,,,,,,,,,,,,,,,,,,,,0.0099,,,,,,,,,,,,,,,,,,
2436,,,,,,,,,,,,,,,,,,,,,,,,0.0094,,,,,,,,,,,,,,,,,,,
2439,,,,,,,,,,0.0037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2447,,,,,0.0016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489,,,,,,,,,,,,,,,,,,,0.0072,,,,,,,,,,,,,,,,,,,,,,,,
2494,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,
2501,,,,,,,,,,,,,,,,,,,,0.0076,,,,,,,,,,,,,,,,,,,,,,,
2536,,0.0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548,,,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2575,,,,,,,0.0023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2654,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721,,,,,,,,0.0026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737,,,,,,,,,0.0029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801,,,,,,,,,,,,,,,,,,,0.0064,,,,,,,,,,,,,,,,,,,,,,,,
2809,,,0.0007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0183,,,,,
2847,,0.0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2882,,,,,,,,,,,,,,,,0.0052,,,,,,,,,,,,,,,,,,,,,,,,,,,
2945,,,,,,,,,,,,,,,,,,,0.0061,,,,,,,,,,,,,,,,,,,,,,,,
2973,,,,,,,,,0.0027,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0145,,,,,,,
3015,,,,,,,,,0.0027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3164,,,,,,,,,,,,,,,0.0044,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3281,,,,,,,,,0.0024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0121,,,,,,,,
3631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0088,,,,,,,,,,,,,
3638,,,,,,,,,,,0.0027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3654,,,,,,,,,0.0022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3692,,,,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3703,,,,,,,,,,,,,,0.0035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3740,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0101,,,,,,,,,
3976,,,,,,,,,,,,,,,,,,0.0043,,,,,,,,,,,,,,,,,,,,,,,,,
4042,,,,,,,,,,,,,,,,,,0.0042,,,,,,,,,,,,,,,,,,,,,,,,,
4070,,,,,,,,0.0017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4690,,,,,,,,,,,,,,,,,0.0034,,,,,,,,,,,,,,,,,,,,,,,,,,
4883,,,,,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0199,
5397,,,,,,,,,,0.0017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0057,,,,,,,,,,,,,,
5583,,,,,,,,,0.0014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5754,,,,,,,,,,,0.0017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6070,,,,,,,,,,,,,,,,,,,,,,,,,0.004,,,,,,,,,,,,,,,,,,
6145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0146,,
7637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0186
